Original_Index,type,desc,text,remedial,tokenized_desc,tokenized_text
244,CAAE_ELECSVC_PANEL,ELECTRICAL SERVICE PANEL,"Section 16.24.490 (B) - Electrical Service: Service to the dwelling unit shall be a minimum of one hundred ampere, with three-wire capacity and service equipment shall be dead-front, having no live parts exposed.  Type “S” fuses shall be installed when fused equipment is used.",,"['ELECTRICAL', 'SERVICE', 'PANEL']","['Section', '16.24.490', '(', 'B', ')', '-', 'Electrical', 'Service', ':', 'Service', 'to', 'the', 'dwelling', 'unit', 'shall', 'be', 'a', 'minimum', 'of', 'one', 'hundred', 'ampere', ',', 'with', 'three-wire', 'capacity', 'and', 'service', 'equipment', 'shall', 'be', 'dead-front', ',', 'having', 'no', 'live', 'parts', 'exposed', '.', 'Type', '“', 'S', '”', 'fuses', 'shall', 'be', 'installed', 'when', 'fused', 'equipment', 'is', 'used', '.']"
245,CAAE_ELECSYS_HAZ,ELECTRICAL SYSTEM HAZARDS,"Section 16.24.490 (C) - Electrical System Hazards: [The] electrical system in a building or structure constitutes a hazard to the occupants or the building or structure by reason of  inadequate service,  improper fusing,  insufficient receptacles and  lighting outlets,  improper wiring,  or installation,  deterioration,  damage, or for similar reasons, the defects [are] to be corrected to eliminate the hazard.",,"['ELECTRICAL', 'SYSTEM', 'HAZARDS']","['Section', '16.24.490', '(', 'C', ')', '-', 'Electrical', 'System', 'Hazards', ':', '[', 'The', ']', 'electrical', 'system', 'in', 'a', 'building', 'or', 'structure', 'constitutes', 'a', 'hazard', 'to', 'the', 'occupants', 'or', 'the', 'building', 'or', 'structure', 'by', 'reason', 'of', 'inadequate', 'service', ',', 'improper', 'fusing', ',', 'insufficient', 'receptacles', 'and', 'lighting', 'outlets', ',', 'improper', 'wiring', ',', 'or', 'installation', ',', 'deterioration', ',', 'damage', ',', 'or', 'for', 'similar', 'reasons', ',', 'the', 'defects', '[', 'are', ']', 'to', 'be', 'corrected', 'to', 'eliminate', 'the', 'hazard', '.']"
246,CAAE_ELECSYS_HAZCERT,ELECTRICAL SYSTEM CERTIFICATION,Section 16.24.490 (C) - Electrical System Hazards (Certification): Electrical system must be inspected and certified to be in a safe operating condition by a licensed electrician.,,"['ELECTRICAL', 'SYSTEM', 'CERTIFICATION']","['Section', '16.24.490', '(', 'C', ')', '-', 'Electrical', 'System', 'Hazards', '(', 'Certification', ')', ':', 'Electrical', 'system', 'must', 'be', 'inspected', 'and', 'certified', 'to', 'be', 'in', 'a', 'safe', 'operating', 'condition', 'by', 'a', 'licensed', 'electrician', '.']"
247,CAAF_FIREPROT_SMDINS,FIRE PROTECTION – SMOKE DETECTOR INSTALL,"Section 16.24.550 (B) - 1a & b Installation: Existing one and two-family dwellings -  outside each separate sleeping room, in the immediate vicinity of the sleeping room and  on each additional story of the dwelling unit including basements.",,"['FIRE', 'PROTECTION', '–', 'SMOKE', 'DETECTOR', 'INSTALL']","['Section', '16.24.550', '(', 'B', ')', '-', '1a', '&', 'b', 'Installation', ':', 'Existing', 'one', 'and', 'two-family', 'dwellings', '-', 'outside', 'each', 'separate', 'sleeping', 'room', ',', 'in', 'the', 'immediate', 'vicinity', 'of', 'the', 'sleeping', 'room', 'and', 'on', 'each', 'additional', 'story', 'of', 'the', 'dwelling', 'unit', 'including', 'basements', '.']"
248,CAAF_FIREPROT_SMKDET,FIRE PROTECTION – SMOKE DETECTORS,Section 16.24.550 (A) - Smoke Detectors: Existing Group R occupancies not already provided with single-station smoke alarms/detectors shall be provided with approved single-station smoke alarms/detectors,,"['FIRE', 'PROTECTION', '–', 'SMOKE', 'DETECTORS']","['Section', '16.24.550', '(', 'A', ')', '-', 'Smoke', 'Detectors', ':', 'Existing', 'Group', 'R', 'occupancies', 'not', 'already', 'provided', 'with', 'single-station', 'smoke', 'alarms/detectors', 'shall', 'be', 'provided', 'with', 'approved', 'single-station', 'smoke', 'alarms/detectors']"
249,CAAF_FIRESF_DOORS,FIRE SAFETY – EMERGENCY ESCAPE (DOORS),"Section 16.24.530 (H) - Locked Doors: All means of egress doors shall be readily openable from the side from which egress is to be made without the need for keys, tools, or special knowledge or effort.",,"['FIRE', 'SAFETY', '–', 'EMERGENCY', 'ESCAPE', '(', 'DOORS', ')']","['Section', '16.24.530', '(', 'H', ')', '-', 'Locked', 'Doors', ':', 'All', 'means', 'of', 'egress', 'doors', 'shall', 'be', 'readily', 'openable', 'from', 'the', 'side', 'from', 'which', 'egress', 'is', 'to', 'be', 'made', 'without', 'the', 'need', 'for', 'keys', ',', 'tools', ',', 'or', 'special', 'knowledge', 'or', 'effort', '.']"
250,CAAF_FIRESF_ESC,FIRE SAFETY – EMERGENCY ESCAPE,"Section 16.24.530 (B) - Emergency Escape and Rescue Openings: Basements with habitable rooms and every sleeping room shall have at least one openable emergency escape and rescue window or exterior door opening.  Where openings are provided as a means of escape and rescue, they shall have a sill height of not more than forty-four inches.",,"['FIRE', 'SAFETY', '–', 'EMERGENCY', 'ESCAPE']","['Section', '16.24.530', '(', 'B', ')', '-', 'Emergency', 'Escape', 'and', 'Rescue', 'Openings', ':', 'Basements', 'with', 'habitable', 'rooms', 'and', 'every', 'sleeping', 'room', 'shall', 'have', 'at', 'least', 'one', 'openable', 'emergency', 'escape', 'and', 'rescue', 'window', 'or', 'exterior', 'door', 'opening', '.', 'Where', 'openings', 'are', 'provided', 'as', 'a', 'means', 'of', 'escape', 'and', 'rescue', ',', 'they', 'shall', 'have', 'a', 'sill', 'height', 'of', 'not', 'more', 'than', 'forty-four', 'inches', '.']"
251,CAAF_FIRESF_GEN,FIRE SAFETY REQUIREMENTS – EGRESS,"Section 16.24.530 (A) - General: A safe, continuous, and unobstructed means of egress shall be provided from any point in a building or structure to the public way, in accordance with the requirements of the building code and fire code as adopted by the metropolitan government.",,"['FIRE', 'SAFETY', 'REQUIREMENTS', '–', 'EGRESS']","['Section', '16.24.530', '(', 'A', ')', '-', 'General', ':', 'A', 'safe', ',', 'continuous', ',', 'and', 'unobstructed', 'means', 'of', 'egress', 'shall', 'be', 'provided', 'from', 'any', 'point', 'in', 'a', 'building', 'or', 'structure', 'to', 'the', 'public', 'way', ',', 'in', 'accordance', 'with', 'the', 'requirements', 'of', 'the', 'building', 'code', 'and', 'fire', 'code', 'as', 'adopted', 'by', 'the', 'metropolitan', 'government', '.']"
252,CAAF_FIRESF_NCO,FIRE SAFETY – EMERGENCY ESCAPE (OPENING),Section 16.24.530 (C) - Minimum Net Clear Opening: All emergency escape and rescue openings shall have a minimum net clear opening of four square feet.,,"['FIRE', 'SAFETY', '–', 'EMERGENCY', 'ESCAPE', '(', 'OPENING', ')']","['Section', '16.24.530', '(', 'C', ')', '-', 'Minimum', 'Net', 'Clear', 'Opening', ':', 'All', 'emergency', 'escape', 'and', 'rescue', 'openings', 'shall', 'have', 'a', 'minimum', 'net', 'clear', 'opening', 'of', 'four', 'square', 'feet', '.']"
253,CAAF_FIRESF_NCOH,FIRE SAFETY – EMERGENCY ESCAPE (HEIGHT),Section 16.24.530 (D) - Minimum Net Clear Opening Height: All emergency escape and rescue openings shall have a minimum net clear opening height of twenty-four inches.,,"['FIRE', 'SAFETY', '–', 'EMERGENCY', 'ESCAPE', '(', 'HEIGHT', ')']","['Section', '16.24.530', '(', 'D', ')', '-', 'Minimum', 'Net', 'Clear', 'Opening', 'Height', ':', 'All', 'emergency', 'escape', 'and', 'rescue', 'openings', 'shall', 'have', 'a', 'minimum', 'net', 'clear', 'opening', 'height', 'of', 'twenty-four', 'inches', '.']"
254,CAAF_FIRESF_NCOW,FIRE SAFETY – EMERGENCY ESCAPE (WIDTH),Section 16.24.530 (E) - Minimum Net Clear Opening Width: All emergency escape and rescue openings shall have a minimum net clear opening width of twenty inches.,,"['FIRE', 'SAFETY', '–', 'EMERGENCY', 'ESCAPE', '(', 'WIDTH', ')']","['Section', '16.24.530', '(', 'E', ')', '-', 'Minimum', 'Net', 'Clear', 'Opening', 'Width', ':', 'All', 'emergency', 'escape', 'and', 'rescue', 'openings', 'shall', 'have', 'a', 'minimum', 'net', 'clear', 'opening', 'width', 'of', 'twenty', 'inches', '.']"
255,CAAF_FIRESF_OP,FIRE SAFETY – EMERGENCY ESCAPE (OP),"Section 16.24.530 (F) - Operation: Required emergency escape and rescue openings shall be operational from the inside of the room or space without the use of keys or special tools, knowledge, or effort.",,"['FIRE', 'SAFETY', '–', 'EMERGENCY', 'ESCAPE', '(', 'OP', ')']","['Section', '16.24.530', '(', 'F', ')', '-', 'Operation', ':', 'Required', 'emergency', 'escape', 'and', 'rescue', 'openings', 'shall', 'be', 'operational', 'from', 'the', 'inside', 'of', 'the', 'room', 'or', 'space', 'without', 'the', 'use', 'of', 'keys', 'or', 'special', 'tools', ',', 'knowledge', ',', 'or', 'effort', '.']"
256,CAAH_BG_MATOWNER,PROPER MAINTENANCE REQ - OWNER,"Section 16.16.030 (B) - Proper maintenance required - Owner's responsibility - .   All devices, equipment and safeguards required by this chapter shall be installed and properly maintained in a safe and clean manner and in good working order. The owner, or his designated agent, shall be held responsible for the proper maintenance of all gas/mechanical installations and gas/mechanical systems.",,"['PROPER', 'MAINTENANCE', 'REQ', '-', 'OWNER']","['Section', '16.16.030', '(', 'B', ')', '-', 'Proper', 'maintenance', 'required', '-', 'Owner', ""'s"", 'responsibility', '-', '.', 'All', 'devices', ',', 'equipment', 'and', 'safeguards', 'required', 'by', 'this', 'chapter', 'shall', 'be', 'installed', 'and', 'properly', 'maintained', 'in', 'a', 'safe', 'and', 'clean', 'manner', 'and', 'in', 'good', 'working', 'order', '.', 'The', 'owner', ',', 'or', 'his', 'designated', 'agent', ',', 'shall', 'be', 'held', 'responsible', 'for', 'the', 'proper', 'maintenance', 'of', 'all', 'gas/mechanical', 'installations', 'and', 'gas/mechanical', 'systems', '.']"
257,CAAH_BLDG_MAINT,PROPER MAINTENANCE REQ,"Section 16.16.030 (A) - Proper maintenance required- All mechanical, heating, ventilating, air conditioning and refrigeration, both new and existing, and all parts thereof and appurtenances thereto, shall be installed and maintained as required by this chapter, in a safe and clean condition.",,"['PROPER', 'MAINTENANCE', 'REQ']","['Section', '16.16.030', '(', 'A', ')', '-', 'Proper', 'maintenance', 'required-', 'All', 'mechanical', ',', 'heating', ',', 'ventilating', ',', 'air', 'conditioning', 'and', 'refrigeration', ',', 'both', 'new', 'and', 'existing', ',', 'and', 'all', 'parts', 'thereof', 'and', 'appurtenances', 'thereto', ',', 'shall', 'be', 'installed', 'and', 'maintained', 'as', 'required', 'by', 'this', 'chapter', ',', 'in', 'a', 'safe', 'and', 'clean', 'condition', '.']"
258,CAAH_BLDG_SCOPE,SCOPE OF BUILDING CODE,"Section 16.16.020 (B) - The provisions of this code shall also apply to the installation of mechanical systems, including alterations, repairs, replacement, equipment, appliances, fixtures, fittings and/or appurtenances, including ventilating, heating, cooling, air conditioning and refrigeration systems, incinerators, radon gas reduction systems, and other energy-related systems.",,"['SCOPE', 'OF', 'BUILDING', 'CODE']","['Section', '16.16.020', '(', 'B', ')', '-', 'The', 'provisions', 'of', 'this', 'code', 'shall', 'also', 'apply', 'to', 'the', 'installation', 'of', 'mechanical', 'systems', ',', 'including', 'alterations', ',', 'repairs', ',', 'replacement', ',', 'equipment', ',', 'appliances', ',', 'fixtures', ',', 'fittings', 'and/or', 'appurtenances', ',', 'including', 'ventilating', ',', 'heating', ',', 'cooling', ',', 'air', 'conditioning', 'and', 'refrigeration', 'systems', ',', 'incinerators', ',', 'radon', 'gas', 'reduction', 'systems', ',', 'and', 'other', 'energy-related', 'systems', '.']"
259,CAAH_BOARDING_REQU,BOARDING REQUIREMENTS,"Section 16.24.340 (U) (2) – Boarding of Vacant Buildings – Requirements: A vacant building that is boarded shall be boarded by using a minimum of three-eight inch plywood, OSB, or composite board or equivalent. Any board placed on a vacant building shall be painted a color consistent with the color of the structure using exterior grade paint, and shall be cut to fit into any windows, doors or other openings on such vacant building.",,"['BOARDING', 'REQUIREMENTS']","['Section', '16.24.340', '(', 'U', ')', '(', '2', ')', '–', 'Boarding', 'of', 'Vacant', 'Buildings', '–', 'Requirements', ':', 'A', 'vacant', 'building', 'that', 'is', 'boarded', 'shall', 'be', 'boarded', 'by', 'using', 'a', 'minimum', 'of', 'three-eight', 'inch', 'plywood', ',', 'OSB', ',', 'or', 'composite', 'board', 'or', 'equivalent', '.', 'Any', 'board', 'placed', 'on', 'a', 'vacant', 'building', 'shall', 'be', 'painted', 'a', 'color', 'consistent', 'with', 'the', 'color', 'of', 'the', 'structure', 'using', 'exterior', 'grade', 'paint', ',', 'and', 'shall', 'be', 'cut', 'to', 'fit', 'into', 'any', 'windows', ',', 'doors', 'or', 'other', 'openings', 'on', 'such', 'vacant', 'building', '.']"
260,CAAH_BOARDING_VABLDG,BOARDING OF VACANT BUILDINGS,"Section 16.24.340 (U) (1) – Boarding of Vacant Buildings Required: A vacant building or structure deem[ed] to be unsafe, or considered a hazard to the public health, safety, or welfare, [shall] be locked, boarded or otherwise secured.",,"['BOARDING', 'OF', 'VACANT', 'BUILDINGS']","['Section', '16.24.340', '(', 'U', ')', '(', '1', ')', '–', 'Boarding', 'of', 'Vacant', 'Buildings', 'Required', ':', 'A', 'vacant', 'building', 'or', 'structure', 'deem', '[', 'ed', ']', 'to', 'be', 'unsafe', ',', 'or', 'considered', 'a', 'hazard', 'to', 'the', 'public', 'health', ',', 'safety', ',', 'or', 'welfare', ',', '[', 'shall', ']', 'be', 'locked', ',', 'boarded', 'or', 'otherwise', 'secured', '.']"
261,CAAH_CERT_OCC,CERTIFICATE OF OCCUPANCY REQUIRED,"Section 16.24.130 – Certificate of Occupancy Required: It is unlawful to acquire utility services to serve any vacant dilapidated or substandard building or structure or part thereof, or any existing dilapidated or substandard building or structure, or part thereof, becoming vacant, until such time as the building or structure has been brought into compliance with chapter 16.24 and a valid certificate of occupancy has been issued.",,"['CERTIFICATE', 'OF', 'OCCUPANCY', 'REQUIRED']","['Section', '16.24.130', '–', 'Certificate', 'of', 'Occupancy', 'Required', ':', 'It', 'is', 'unlawful', 'to', 'acquire', 'utility', 'services', 'to', 'serve', 'any', 'vacant', 'dilapidated', 'or', 'substandard', 'building', 'or', 'structure', 'or', 'part', 'thereof', ',', 'or', 'any', 'existing', 'dilapidated', 'or', 'substandard', 'building', 'or', 'structure', ',', 'or', 'part', 'thereof', ',', 'becoming', 'vacant', ',', 'until', 'such', 'time', 'as', 'the', 'building', 'or', 'structure', 'has', 'been', 'brought', 'into', 'compliance', 'with', 'chapter', '16.24', 'and', 'a', 'valid', 'certificate', 'of', 'occupancy', 'has', 'been', 'issued', '.']"
262,CAAH_EX_FENBW,EXTERIOR PROP AREA – FENCES  BARBED WIRE,Section 16.24.330 (O) – Fences (Barbed Wire): Barbed wire or razor wire fencing shall be prohibited in all residential zoning districts unless the property satisfies all of the requirements of Section 17.16.330.,,"['EXTERIOR', 'PROP', 'AREA', '–', 'FENCES', 'BARBED', 'WIRE']","['Section', '16.24.330', '(', 'O', ')', '–', 'Fences', '(', 'Barbed', 'Wire', ')', ':', 'Barbed', 'wire', 'or', 'razor', 'wire', 'fencing', 'shall', 'be', 'prohibited', 'in', 'all', 'residential', 'zoning', 'districts', 'unless', 'the', 'property', 'satisfies', 'all', 'of', 'the', 'requirements', 'of', 'Section', '17.16.330', '.']"
263,CAAH_EXT_ACC,EXTERIOR PROP AREA – ACCES STRUCTURES,"Section 16.24.330 (H) – Accessory Structures: All accessory structures, including detached garages, fences and walls, shall be maintained in a structurally sound manner, in good repair, and in an otherwise safe, clean, and sanitary condition.",,"['EXTERIOR', 'PROP', 'AREA', '–', 'ACCES', 'STRUCTURES']","['Section', '16.24.330', '(', 'H', ')', '–', 'Accessory', 'Structures', ':', 'All', 'accessory', 'structures', ',', 'including', 'detached', 'garages', ',', 'fences', 'and', 'walls', ',', 'shall', 'be', 'maintained', 'in', 'a', 'structurally', 'sound', 'manner', ',', 'in', 'good', 'repair', ',', 'and', 'in', 'an', 'otherwise', 'safe', ',', 'clean', ',', 'and', 'sanitary', 'condition', '.']"
264,CAAH_EXT_BAHAT,EXTERIOR OF BLDGS – BASEMENT HATCHWAYS,"Section 16.24.340 (R) – Basement Hatchways: Basement hatchways, bulkhead enclosures, and crawl space access doors shall be maintained to prevent the entrance of rodents, rain, and surface drainage water.",,"['EXTERIOR', 'OF', 'BLDGS', '–', 'BASEMENT', 'HATCHWAYS']","['Section', '16.24.340', '(', 'R', ')', '–', 'Basement', 'Hatchways', ':', 'Basement', 'hatchways', ',', 'bulkhead', 'enclosures', ',', 'and', 'crawl', 'space', 'access', 'doors', 'shall', 'be', 'maintained', 'to', 'prevent', 'the', 'entrance', 'of', 'rodents', ',', 'rain', ',', 'and', 'surface', 'drainage', 'water', '.']"
265,CAAH_EXT_BALCO,EXTERIOR OF BUILDINGS - BALCONIES,"Section 16.24.340 (J) – Balconies: Every exterior balcony and all appurtenances attached thereto shall be maintained structurally sound, in good repair, with proper anchorage, and shall be capable of supporting the imposed loads.",,"['EXTERIOR', 'OF', 'BUILDINGS', '-', 'BALCONIES']","['Section', '16.24.340', '(', 'J', ')', '–', 'Balconies', ':', 'Every', 'exterior', 'balcony', 'and', 'all', 'appurtenances', 'attached', 'thereto', 'shall', 'be', 'maintained', 'structurally', 'sound', ',', 'in', 'good', 'repair', ',', 'with', 'proper', 'anchorage', ',', 'and', 'shall', 'be', 'capable', 'of', 'supporting', 'the', 'imposed', 'loads', '.']"
